,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-0.18445845,2.8833592,-2.6458118
1,1,-1.1276449,1.6471698,-0.5690947
2,1,0.25560385,5.373635,-5.326
3,2,1.2041637,-3.8310795,2.8730125
4,1,-1.5269485,3.0230978,-1.5689697
5,1,-1.6035719,3.7288833,-2.1502154
6,1,0.9640741,4.0845704,-4.782956
7,1,-2.232806,3.044624,-0.8546865
8,2,-1.6544586,1.4467788,0.20701864
9,1,-0.5781837,2.3307738,-1.6864021
10,1,-0.977447,2.7388477,-1.8192012
11,1,-0.6022696,2.398957,-1.758027
12,1,-1.4054381,2.6003115,-1.2473766
13,1,-1.5924764,2.073449,-0.4869344
14,1,-0.371139,2.0114036,-1.5675251
15,1,-2.0902753,1.8479192,0.20013756
16,1,-3.8828213,3.1891108,0.64624715
17,1,0.2825199,0.7567781,-0.76467085
18,1,-2.945142,1.0256227,1.9636639
19,1,-0.24230354,1.2010876,-0.8309247
20,2,2.743657,-8.088924,6.6694384
21,1,-1.037784,3.6741548,-2.7510903
22,1,1.3656327,1.9736453,-3.1875224
23,1,-1.1432914,2.0240474,-0.9525045
24,1,0.29514396,-0.69986105,1.2669275
25,2,1.2384039,-0.51281667,-0.53114706
26,2,-0.1514891,1.2681452,-0.96100974
27,1,1.867901,2.3074503,-3.9788332
28,2,0.3680712,-4.0145907,4.280956
29,1,-0.009755671,2.7069104,-2.5862575
30,1,1.7961961,2.1453738,-3.8533201
31,1,-0.80992174,2.9308524,-2.1606221
32,1,-2.3281262,3.296239,-1.0643402
33,1,-0.21632658,3.4779477,-3.0953763
34,1,1.2480356,-0.084409475,-0.8787097
35,1,-0.13003714,1.1405954,-0.8395964
36,1,0.3727761,3.3429828,-3.5009224
37,1,-1.4044296,3.0180783,-1.6015972
38,1,-1.9941689,2.858123,-1.028343
39,1,0.43088806,1.3969818,-1.7614099
40,1,-0.7864747,6.5553217,-5.481819
41,2,-0.33896846,-1.994073,2.5314288
42,1,2.0766802,1.4831895,-3.4572725
43,2,-2.4153082,3.2753303,-1.0616643
44,1,-0.84957385,1.2344446,-0.33356145
45,1,-0.57054126,1.8556509,-1.2336615
46,1,-0.7988611,1.9951651,-1.2190756
47,1,-1.4952428,3.7295923,-2.258069
48,1,1.4393059,1.9279566,-3.278884
49,2,-0.8121171,-2.7923558,3.9801533
50,1,-1.1357027,2.1831262,-1.0504847
51,1,4.255788,-0.44001335,-3.2454216
52,1,1.2141218,2.3673286,-3.4595423
53,1,-1.6617916,3.6341155,-2.1408226
54,1,-1.6867716,1.4737175,0.20218551
55,2,2.4634178,-5.032739,3.038923
56,1,0.2828623,2.463846,-2.6352496
57,1,0.7773043,2.6061773,-3.3524075
58,1,-1.24972,1.8937242,-0.70251614
59,1,-1.5252576,2.5375383,-0.99079895
60,1,-0.9721082,3.389928,-2.4171152
61,1,-1.3276044,2.6417453,-1.412314
62,2,0.50868404,-2.889785,2.6287324
63,1,-0.35180068,3.3165362,-2.7687833
64,1,-1.3661572,3.082883,-1.721088
65,1,-1.2307054,1.7220026,-0.540571
66,1,0.21558246,0.6641633,-0.6557788
67,1,-2.6911228,2.5972598,0.17691281
68,1,-0.864079,1.7253096,-0.9133462
69,1,-0.058345318,2.307302,-2.193562
70,1,1.2374707,2.320186,-3.4105785
71,1,0.5826013,2.2789068,-2.6873899
72,1,-1.5086644,1.9949807,-0.5224841
73,1,0.8970539,1.9755827,-2.725871
74,2,1.0999651,-2.9696481,2.1550705
75,1,-1.4473025,1.7455553,-0.33019474
76,1,-2.5570548,4.240791,-1.829887
77,1,-0.6764698,0.9439502,-0.13609096
78,1,-0.70202327,1.90726,-1.2659007
79,2,0.2616466,-2.4365392,2.4166014
80,1,0.15885553,1.5274101,-1.593957
81,1,-1.0419244,1.9540957,-0.6700873
82,2,-2.1906757,0.9919837,1.2009524
83,1,-0.6029469,2.575017,-1.9093076
84,1,2.9443882,0.20738728,-2.8517463
85,1,-1.3100352,2.9771733,-1.7330326
86,2,1.8255645,-4.47418,3.1613255
87,1,0.63392556,2.5382237,-3.1799965
88,1,-1.6983694,2.6533935,-1.0146651
89,1,-1.5834295,2.0918882,-0.58307755
90,1,0.9446394,2.2048845,-2.9090433
91,1,1.0783058,0.03203266,-0.84606826
92,1,-1.6323296,0.9298478,0.82801414
93,1,-0.112376526,2.6499925,-2.458338
94,1,-0.9300516,2.5074847,-1.6735212
95,1,-1.4129066,2.04607,-0.77338445
96,1,0.20259826,5.2345786,-5.0985227
97,1,1.7649176,0.744423,-2.4010458
98,2,-0.1720932,0.84670395,-0.6043326
99,1,-1.0368026,1.6720738,-0.6756189
100,1,-1.4211422,4.416778,-3.0730722
101,1,0.13507871,3.8925908,-3.8014402
102,1,0.37247145,2.470566,-2.6405785
103,1,4.4477844,0.74443877,-4.6893983
104,2,1.8703727,-3.9196773,2.3612134
105,1,-0.818259,2.3685858,-1.5271846
106,1,-0.113110065,2.9030073,-2.751934
107,2,0.99979186,-4.461419,3.9109206
108,1,-0.924571,2.5171783,-1.563656
109,1,-1.6876196,3.2893538,-1.801335
110,1,-0.25404388,1.310146,-1.0905318
111,1,-0.14885229,2.957544,-2.6579552
112,1,0.6394975,2.1925132,-2.67899
113,1,-0.76697373,1.6735133,-0.9186932
114,1,3.9352968,0.19004904,-3.6921582
115,1,-0.92969614,2.9033613,-2.0742946
116,2,-1.1777633,-2.5525203,3.967368
117,1,-0.24190633,1.2112136,-0.966008
118,1,-0.39972472,2.872739,-2.4301884
119,1,-0.9801397,2.4920006,-1.6070068
120,1,-2.0239613,3.2135973,-1.3944883
121,2,1.477006,-1.2715241,0.50275004
122,1,-0.78297275,1.4277393,-0.6733725
123,1,-0.12582067,2.8593898,-2.6687667
124,2,-1.3392625,-2.408775,4.008636
125,1,-0.18206544,2.598416,-2.2308493
126,2,-2.5109506,-2.186538,5.063743
127,2,1.2964981,-7.205859,6.4472046
128,1,-0.086809054,3.984877,-3.6577737
129,1,-1.2018676,2.1411524,-1.0119258
130,2,-1.2934263,1.1481656,0.14350373
131,1,3.0050955,-0.87932396,-1.7027127
132,2,0.79469955,-4.9245453,4.594682
133,1,-0.6218869,2.8050086,-2.1343849
134,2,1.4230793,-4.2029166,3.2600803
135,1,0.5484533,-0.56512773,0.3942351
136,1,-1.2429438,2.1992142,-0.9787562
137,1,-0.74237156,2.7160504,-1.9256831
138,1,-0.831773,1.816781,-1.0549527
139,1,-1.21346,2.1473415,-0.9696246
140,1,-1.3428562,3.0616086,-1.7565949
141,1,2.5999,-0.89362645,-1.3545631
142,1,2.0010695,1.8186637,-3.5327713
143,2,0.21003062,-1.04636,1.0005877
144,1,-2.8520958,2.5796378,0.22546884
145,2,-0.4336241,-1.07541,1.7004391
146,1,0.80868775,2.7016652,-3.3270762
147,1,0.39460945,0.44297388,-0.6175664
148,2,0.32316136,0.2145447,-0.01614939
149,1,1.5973164,0.1469069,-1.6042783
150,1,-1.1113639,3.80412,-2.657623
151,1,0.5171252,3.0422502,-3.3459003
152,1,0.06516208,3.6304815,-3.4885046
153,1,-2.1985114,3.0118942,-0.8465347
154,1,9.319194,-2.8919492,-5.3248286
