,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-1.0251848,3.3704739,-3.437337
1,1,-2.4479928,2.3295407,-0.39470115
2,1,-0.36759222,5.855346,-7.790859
3,2,2.0100803,-8.106844,3.701415
4,1,-2.7608047,3.024458,-0.9165456
5,1,-1.9608015,3.332194,-2.2888246
6,1,0.790508,4.349214,-7.0921354
7,1,-2.821153,3.1786392,-1.1126708
8,2,-3.3478398,1.932633,0.8723122
9,1,-2.2518466,2.763672,-1.1535697
10,1,-2.1718447,2.7411263,-1.1258808
11,1,-1.3392917,2.2923403,-1.6335709
12,1,-2.1033926,2.7825475,-1.283629
13,1,-2.9765701,2.5813627,-0.122614846
14,1,-1.9355904,2.6516597,-1.3305314
15,1,-3.403721,1.860091,0.96906275
16,1,-3.4829688,3.0903234,-0.3269662
17,1,-0.63061327,1.8508068,-2.0404096
18,1,-4.756262,2.359255,1.6025
19,1,-2.4474218,2.80377,-1.0252247
20,2,-0.38189617,-8.8227625,5.9005756
21,1,-3.1447682,3.2099957,-0.6899977
22,1,-1.0301565,2.6548605,-2.4949
23,1,-2.4571338,2.0410466,-0.06905598
24,1,-1.8424318,1.514413,-0.15204386
25,2,3.0982654,-2.3110962,-1.764098
26,2,-0.5141235,1.3120366,-1.4669874
27,1,0.74073964,2.6868768,-4.8596587
28,2,-1.2367098,-3.6764338,3.1887782
29,1,-0.011971252,2.6507292,-3.8250983
30,1,1.95347,3.8268096,-7.8614545
31,1,-1.9155691,3.0157697,-1.8446363
32,1,-2.5515964,3.792065,-2.0497568
33,1,-0.6736368,3.7954493,-4.4908466
34,1,-1.8918116,1.8779502,-0.38635448
35,1,-2.3438067,1.8744609,0.05531316
36,1,-0.78453267,4.3670316,-5.084503
37,1,-2.4285321,3.0282483,-1.3144323
38,1,-2.970087,3.0074027,-0.6459065
39,1,-1.917778,2.1334748,-0.66207695
40,1,0.065167844,5.61206,-7.9972467
41,2,-1.2514275,-2.888679,2.7030125
42,1,-0.61670005,2.9729533,-3.3952825
43,2,-1.9947745,-1.4486042,2.3403468
44,1,-2.0685906,1.8991957,-0.3348084
45,1,1.7034445,-0.13224094,-2.538101
46,1,-2.2128768,2.0262425,-0.28179762
47,1,-1.9768376,3.7983487,-3.1289542
48,1,-2.0184069,2.6349478,-1.2151556
49,2,-1.224568,-5.4910607,4.3516784
50,1,-2.1933496,2.8413262,-1.3035126
51,1,3.0505219,0.7806567,-5.4512568
52,1,5.683335,-1.595409,-6.1663465
53,1,-1.5524864,3.6512938,-3.2373805
54,1,-2.7573617,1.4728945,0.77041316
55,2,10.874528,-12.086526,-2.3761725
56,1,-1.5404145,2.655319,-1.87678
57,1,0.4364797,3.9671428,-6.128391
58,1,-2.6421256,1.9672397,0.13276911
59,1,-3.0602067,3.149674,-0.86036247
60,1,-1.9176983,3.6889977,-2.8712375
61,1,-2.2737956,3.7389536,-2.4710145
62,2,0.10170636,-6.5184603,4.060062
63,1,-1.6966928,3.3214228,-2.5695229
64,1,-1.9718529,3.0808916,-1.9535482
65,1,-2.7851827,2.5671504,-0.3101736
66,1,-2.3802047,2.2869763,-0.37224045
67,1,-3.493121,1.8176924,0.94625026
68,1,-2.5634685,2.3445003,-0.2708204
69,1,-1.2299778,2.0878103,-1.6283302
70,1,-0.16555083,3.9800634,-5.3447456
71,1,-1.3381089,3.090109,-2.7442594
72,1,-2.358199,2.1357281,-0.26344514
73,1,-1.0791367,3.6250272,-3.8302085
74,2,-0.97562987,-1.5512518,1.607372
75,1,-2.7602656,1.9490103,0.3225511
76,1,-1.7308989,3.7108543,-2.9173393
77,1,-1.768035,1.7403653,-0.365457
78,1,-1.207906,2.5656047,-2.1154275
79,2,0.2996136,-4.905775,2.8825839
80,1,-0.12676476,2.0958765,-2.8577821
81,1,-2.4146721,3.0626445,-1.4433072
82,2,-2.4008272,0.15434927,1.5711733
83,1,-2.2612288,2.932522,-1.3585902
84,1,1.113995,2.2008023,-4.631513
85,1,-2.0695472,3.0948138,-1.8128539
86,2,-0.430663,-4.7530346,3.232165
87,1,1.5739655,4.195569,-7.9431214
88,1,-1.8895589,3.120325,-1.9896809
89,1,-2.1811697,2.3057737,-0.5674043
90,1,-0.88594604,3.6285658,-4.1335864
91,1,-2.7259123,2.858869,-0.71713793
92,1,-1.8316773,1.2409602,0.20053679
93,1,-2.2445626,2.6884367,-1.0811903
94,1,-2.867133,3.194892,-0.98755753
95,1,-3.0809581,2.3544855,0.15823092
96,1,0.09561128,5.1893682,-7.346692
97,1,0.30706227,1.4643646,-2.7926686
98,2,-1.9871283,1.9952081,-0.5148318
99,1,-2.74679,2.7043986,-0.5142861
100,1,0.4087296,5.3773394,-8.063864
