,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-1.777103,3.813946,-2.753739
1,1,-1.1846855,1.4882485,-0.3118272
2,1,-3.9157872,8.167342,-6.093469
3,2,-0.15980436,-0.8494836,2.5205095
4,1,-2.4638088,3.4845135,-1.7448038
5,1,-2.351614,4.540358,-3.048939
6,1,0.87389624,3.5024264,-5.0723176
7,1,-3.0408504,3.8625488,-1.5370668
8,2,-1.5907757,1.3028374,0.12818475
9,1,-2.3698301,3.440064,-1.7031054
10,1,-2.194176,3.0995429,-1.5513633
11,1,-1.4830182,2.696262,-1.6573278
12,1,-2.7399027,3.7238047,-1.6841271
13,1,-2.9710064,3.5431,-1.1324298
14,1,-1.3583245,2.6316214,-1.7257049
15,1,-2.0084295,1.4408197,0.83336747
16,1,-6.099448,5.8244104,-0.5117764
17,1,0.25700265,0.86510205,-0.6697669
18,1,-3.0567832,1.9669952,2.1486542
19,1,-2.584006,4.5252023,-3.0009425
20,2,4.293231,-8.373418,12.629816
21,1,-3.2456477,4.242218,-1.9482087
22,1,0.9635854,1.770087,-2.6944458
23,1,-2.0834284,2.2787814,-0.7083207
24,1,0.81728506,-1.3009535,1.7089101
25,2,1.2161552,-0.9526924,0.40923783
26,2,-0.0060143215,0.86030674,-0.52450347
27,1,-1.3023876,4.4952044,-4.1373177
28,2,1.7210996,-3.6571102,5.63904
29,1,-0.9616911,3.0532467,-2.6529312
30,1,2.1122503,2.0720983,-4.172011
31,1,-1.787717,3.1156409,-1.8665583
32,1,-4.0504966,4.7219424,-2.178878
33,1,-2.1398096,4.507445,-3.273527
34,1,-1.0376618,1.7715831,-0.8818811
35,1,-2.1582496,2.3620057,-0.54618394
36,1,-1.5402302,3.4597404,-2.5658336
37,1,-2.2731237,3.4747725,-1.875479
38,1,-2.8849835,3.62099,-1.4637057
39,1,-1.5283986,2.4023588,-1.240032
40,1,0.39219245,3.2132747,-4.030608
41,2,0.57930017,-2.3772156,4.622951
42,1,-0.17057653,3.9077828,-4.341968
43,2,0.9423656,-1.9244424,2.827429
44,1,-2.5909572,2.5240664,-0.16375034
45,1,-1.524629,3.1585567,-2.2048078
46,1,-2.2818062,2.6516833,-0.8571931
47,1,-2.08524,4.4655247,-3.1581705
48,1,-2.6164718,3.7550101,-1.8139591
49,2,-0.49840474,-1.1848382,4.1220555
50,1,-2.033839,2.9557898,-1.4996743
51,1,3.870073,-0.0076573305,-3.1892662
52,1,1.7049396,1.1881415,-2.8824046
53,1,-1.6089754,3.9047205,-3.4654589
54,1,-0.5278306,0.1855777,0.7145286
55,2,5.1990576,-6.044073,5.0256515
56,1,-1.9490114,3.5617092,-2.2660244
57,1,0.24256423,4.0078287,-5.032156
58,1,-3.4665184,3.0641408,0.032333747
59,1,-2.885761,5.6803064,-4.2384715
60,1,-2.2962625,4.0277214,-2.4726143
61,1,-2.3767626,3.352363,-1.6382271
62,2,0.21398568,-1.8310417,3.9596093
63,1,-2.2788577,4.798431,-3.3935905
64,1,-2.7224188,4.047074,-2.0654123
65,1,-2.9282112,3.5613189,-1.264411
66,1,-2.0429847,2.6059997,-0.9533022
67,1,-2.829709,2.239057,0.66361314
