,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-0.07257525,2.9476085,-2.2817965
1,1,-0.7107319,1.8133165,-0.9413063
2,1,0.50347716,4.337633,-3.7388735
3,2,1.2906821,-3.8164504,2.7820451
4,1,-1.3475413,2.7614882,-1.2325118
5,1,-1.7045155,3.4154823,-1.3525205
6,1,0.79136366,3.7168024,-3.475239
7,1,-1.407644,2.5802963,-0.90785563
8,2,-1.5770692,1.542229,0.07788189
9,1,0.23352164,1.9936619,-1.6656642
10,1,-0.8608537,2.452261,-1.3582435
11,1,-0.4928294,2.1956446,-1.3428524
12,1,-1.1429077,2.2559674,-0.93932724
13,1,-1.7615234,2.0896435,-0.2189236
14,1,-0.06716468,1.8557739,-1.3751891
15,1,-1.8703854,2.0355685,-0.13434058
16,1,-3.100565,2.3358827,0.81338924
17,1,0.33235037,0.057421386,-0.12325867
18,1,-2.5008407,1.0597782,1.5464981
19,1,-0.0736456,0.68910646,-0.5034087
20,2,1.6388717,-8.021302,7.6732473
21,1,-1.3164475,3.6924882,-2.0581205
22,1,1.188188,2.0122302,-2.5942948
23,1,-0.9307113,1.9103211,-0.83104956
24,1,0.19237225,0.05964533,0.57324344
25,2,1.3592665,-0.37752762,-0.52427715
26,2,-0.10759782,0.61485153,-0.3537902
27,1,2.2750719,1.8265955,-3.120245
28,2,0.27071765,-3.998322,4.220591
29,1,0.061350755,2.7349205,-2.171768
30,1,1.2993293,2.0618641,-2.707701
31,1,-0.7668553,2.9011486,-1.7869759
32,1,-2.338324,3.1147718,-0.5644025
33,1,-0.13950488,3.785669,-2.7258017
34,1,1.892026,-0.3570822,-0.8271235
35,1,0.09906703,1.1907561,-0.82966655
36,1,0.06329323,3.2156549,-2.484626
37,1,-1.2410531,2.5851579,-1.1258051
38,1,-1.1976106,2.6173067,-1.259373
39,1,0.37795424,1.4120775,-1.4029613
40,1,-0.42743996,6.223127,-4.28034
41,2,0.48229253,-2.927152,2.7732453
42,1,1.83383,1.5010953,-2.554836
43,2,-1.8347398,2.7812228,-0.79116
44,1,-1.1216666,1.6317981,-0.3752077
45,1,-0.4819155,2.00657,-1.1943982
46,1,-0.94441706,1.6513151,-0.58703494
47,1,-0.28907096,3.797633,-2.8043902
48,1,0.9533148,2.1996317,-2.4547873
49,2,-0.65734035,-2.6543024,3.6359744
50,1,-1.0049242,2.161107,-0.98045707
51,1,2.6902661,0.45939335,-2.1865027
52,1,1.5021787,2.195981,-2.8568926
53,1,-1.8471422,3.2681828,-1.3541379
54,1,-1.0386949,1.2366297,-0.06804395
55,2,2.0409648,-4.291209,2.6278515
56,1,0.73114043,2.2492256,-2.3428419
57,1,0.84232724,2.7514565,-2.983676
58,1,-1.0680414,1.5057112,-0.30845612
59,1,-1.1079913,1.903809,-0.7531251
60,1,-0.59173906,2.9576755,-1.880647
61,1,-1.0040734,2.7267237,-1.4393508
62,2,0.6900279,-2.7873542,2.3216958
63,1,-0.33439222,3.656473,-2.4783747
64,1,-0.65729547,2.5416195,-1.4395273
65,1,-0.5072897,1.5859989,-0.87938523
66,1,1.4914638,-0.013243407,-0.83152145
67,1,-2.632787,2.651021,0.19030035
68,1,-0.6645833,1.8736176,-1.0149617
69,1,0.83043784,2.3277156,-2.4221222
70,1,1.0984924,2.6161127,-2.8478236
71,1,0.45878196,2.6647909,-2.3701289
72,1,-1.5401738,2.1402605,-0.49155012
73,1,0.40681082,2.6391022,-2.3684707
74,2,1.1684482,-3.0509892,2.1690817
75,1,-0.7588103,1.3649558,-0.48816594
76,1,-2.630345,4.050378,-1.1564176
77,1,-0.20001045,0.6936098,-0.008065131
78,1,-0.2725468,2.0306087,-1.4254074
79,2,0.41170135,-2.2507536,2.0629556
80,1,0.16786121,1.4621121,-1.2813218
81,1,-1.1003201,1.5679184,-0.0037606694
82,2,-1.7872276,1.4501678,0.44784695
83,1,-0.0831388,2.7008765,-2.0199175
84,1,3.8212316,-0.32085988,-2.2913215
85,1,-0.94169897,3.3148217,-1.9101803
86,2,1.4675902,-3.637385,2.594486
87,1,0.817448,2.5453193,-2.7830572
88,1,-1.8824271,2.6360953,-0.54851735
89,1,-1.4684677,2.019457,-0.51368606
90,1,1.0530998,2.2411835,-2.401227
91,1,0.73097026,0.5808156,-0.80926836
92,1,-1.3946882,1.2415411,0.33050644
93,1,0.14643827,2.65033,-2.2338953
94,1,-0.45209786,2.5186384,-1.7045
95,1,-0.96098477,1.938181,-0.9506711
96,1,0.22603975,4.4748373,-3.622581
97,1,2.0225859,0.9742516,-2.3053591
98,2,0.9169306,0.39553475,-0.8922503
99,1,-0.80068064,1.6778862,-0.8338289
100,1,-1.111661,4.5268073,-2.8197515
101,1,-0.14517221,4.0585766,-2.919927
102,1,0.46438932,2.5424843,-2.267602
103,1,4.0428786,1.1710367,-3.6307137
104,2,1.5420928,-3.0217838,1.6458662
105,1,-0.13617077,2.2023475,-1.5681698
106,1,0.08984953,3.0105255,-2.48154
107,2,1.0938934,-4.1523495,3.4909177
108,1,-0.49098703,2.50483,-1.5513074
109,1,-1.4948151,2.6904626,-1.1808484
110,1,0.40898985,0.9922002,-1.080436
111,1,-0.2381764,2.6366303,-1.8390219
112,1,0.64290833,2.0875351,-2.0928814
113,1,-0.77689165,1.6614286,-0.814258
114,1,4.7642064,-0.2760205,-2.8782563
115,1,-0.9564919,2.947991,-1.6736882
116,2,-0.59493965,-2.0728986,3.0593207
117,1,-0.30341664,1.410649,-0.89073795
118,1,-0.13659805,2.7865756,-2.0842352
119,1,-1.0705463,2.2798054,-1.1352785
120,1,-1.5408221,3.2509716,-1.521528
121,2,1.8222305,-1.6492286,0.74338746
122,1,-0.683888,1.3501656,-0.6446026
123,1,0.053375054,2.787769,-2.254701
124,2,-0.7762931,-1.9845569,3.0781543
125,1,-0.18119669,2.6081414,-1.783551
