,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-0.3738741,2.9818332,-3.06807
1,1,-1.4041927,1.6080074,-0.3249929
2,1,-0.1114824,5.649647,-6.2943196
3,2,1.4437504,-4.730656,3.592409
4,1,-1.7054818,3.034325,-1.5857812
5,1,-1.6073568,3.8041875,-2.6773617
6,1,1.1205318,4.0929503,-5.8884225
7,1,-2.51053,3.2696989,-1.0494152
8,2,-1.9547579,1.4664541,0.50855184
9,1,-0.59507334,2.1841347,-1.8127266
10,1,-0.9204813,2.7343192,-2.1925738
11,1,-0.46386594,2.514807,-2.3827336
12,1,-1.4765177,2.5681038,-1.3886253
13,1,-1.3930233,2.0240157,-0.7961497
14,1,-0.40857574,2.1133997,-1.9387263
15,1,-2.3509831,1.7421309,0.52697486
16,1,-4.06496,3.7629569,0.16919614
17,1,0.31830207,0.80315363,-1.0091957
18,1,-3.164964,0.9945626,2.2649767
19,1,-0.93983024,1.8257691,-0.8932911
20,2,3.2757192,-8.661667,6.4268694
21,1,-0.84571713,3.492993,-3.221238
22,1,1.4562609,1.6864682,-3.4901087
23,1,-1.3773386,2.0279274,-0.8465074
24,1,0.55937135,-1.2040073,1.4733875
25,2,1.3653417,-0.696367,-0.66758746
26,2,-0.18158911,1.348052,-1.2309175
27,1,1.7773728,2.464251,-4.8230424
28,2,0.5298979,-4.0184975,4.0598297
29,1,-0.041366234,2.9137783,-3.2864366
30,1,2.4269886,2.038933,-5.1019106
31,1,-0.7851376,2.917471,-2.5507553
32,1,-2.1388292,3.1717336,-1.4165858
33,1,-0.36986318,3.2365701,-3.289849
34,1,0.41550213,0.35212737,-0.7681492
35,1,-0.9378875,1.4686208,-0.6624186
36,1,0.3901195,3.3765693,-4.2702365
37,1,-1.5413699,3.098314,-1.7750597
38,1,-2.4063928,3.0699298,-1.0638837
39,1,0.01744607,1.5773356,-1.8071294
40,1,-1.2306483,6.4619594,-6.1225514
41,2,-0.5374676,-1.9935821,2.7501912
42,1,2.0264661,1.6566019,-4.241912
43,2,-2.412465,3.0419104,-1.0677116
44,1,-0.97240466,1.244237,-0.31294876
45,1,-0.6952024,1.9593208,-1.4839075
46,1,-0.6969584,2.181231,-1.7633228
47,1,-2.1302717,4.0044413,-2.2607462
48,1,1.3283689,1.9357803,-3.7938592
49,2,-0.5129571,-3.31787,4.2340336
50,1,-1.2239926,2.354971,-1.3298125
51,1,4.9960465,-0.8221126,-4.3925753
52,1,1.2805324,2.2922695,-4.08308
53,1,-1.4312456,3.5668821,-2.7528834
54,1,-1.8917732,1.55239,0.32445112
55,2,3.5467067,-6.4964542,3.4163404
56,1,-0.356941,2.5559664,-2.5967605
57,1,0.84744525,2.367504,-3.7546065
58,1,-1.2863212,2.1455297,-1.1114719
59,1,-2.1588497,3.172852,-1.1167808
60,1,-1.1284301,3.6585693,-3.062561
61,1,-1.3759425,2.6383843,-1.6007459
62,2,0.25536448,-3.0072048,3.030675
63,1,-0.50688684,3.2028854,-3.060905
64,1,-1.6792159,3.1624146,-1.8408183
65,1,-1.6482558,1.8839797,-0.39240003
66,1,0.21259841,0.5279728,-0.7599739
67,1,-2.6445436,2.4483945,0.23405771
68,1,-1.1069169,1.8210781,-0.9164097
69,1,-0.36458725,2.2068465,-2.1276827
70,1,0.81760275,2.4382353,-3.714409
71,1,0.2951256,2.3297608,-2.949354
72,1,-1.5955796,2.1937315,-0.7920368
73,1,0.76775116,2.0358593,-3.1976469
74,2,0.93218994,-2.9160538,2.1696281
75,1,-1.7757244,1.8258014,-0.14496343
76,1,-2.4327376,4.620903,-2.8479369
77,1,-1.3752415,1.5027683,-0.16777879
78,1,-0.96781284,1.9535701,-1.2719303
79,2,0.27264407,-2.805069,2.79729
80,1,0.32192233,1.4877584,-2.0269415
81,1,-0.6561324,1.917161,-1.3004858
82,2,-2.0739872,0.362166,1.7988012
83,1,-0.7670384,2.6374416,-2.186299
84,1,2.8319542,0.30358985,-3.373804
85,1,-1.539032,2.7538853,-1.5622641
86,2,1.9595189,-5.3266544,3.80302
87,1,0.4007627,2.9579084,-4.0034833
88,1,-1.3612957,2.584429,-1.5742193
89,1,-1.7210066,2.090964,-0.5273868
