,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-6.5884213,7.0524507,0.8645886
1,1,-4.577965,5.2283998,-0.032231137
2,1,-4.6415944,5.603324,-0.40181705
3,2,1.0171083,-3.4437144,4.0551076
4,1,-6.032036,6.4349294,0.707909
5,1,-3.8126974,4.6352606,-0.5231924
6,1,-0.81172746,1.9235531,-2.012312
7,1,-5.16308,5.943847,0.006197199
8,2,-1.647634,-1.0148466,4.794421
9,1,-4.9226494,5.653206,-0.015369162
10,1,-5.052256,5.547917,0.15709704
11,1,-1.6878074,2.622777,-1.4302771
12,1,-5.537079,6.2283955,0.30665988
13,1,-5.330953,6.004699,0.33832696
14,1,-4.6279025,5.2155204,-0.0073649716
15,1,-2.7193909,2.31921,1.241666
16,1,-5.600534,6.4036098,0.20729935
17,1,2.1988525,-1.6710821,-1.2230195
18,1,-4.386151,4.393568,0.8293156
19,1,-4.666093,5.0404286,0.24486235
20,2,-2.4467025,-1.3762158,7.1216288
21,1,-5.8825307,6.7686462,0.1647757
22,1,0.5646087,0.06568973,-1.1230028
23,1,-5.3568344,5.5458612,0.5283633
24,1,-0.2854067,-1.1528244,2.1990097
25,2,-1.0872371,1.6926347,-0.81486136
26,2,3.032011,-3.3356361,-0.4041936
27,1,-2.4249816,3.5093634,-1.2456939
28,2,-2.351885,-0.63662195,5.414051
29,1,-2.9242623,4.229049,-1.3507316
30,1,-0.7419544,2.040357,-1.9667009
31,1,-5.6854787,6.1217356,0.5448342
32,1,-4.608691,5.277693,-0.121244214
33,1,-5.3189974,5.980852,0.22129303
34,1,-0.84212285,-0.3278306,1.8534642
35,1,-4.2021937,4.197173,0.59761626
36,1,-3.8688493,4.613512,-0.49801075
37,1,-5.639322,6.232567,0.3649286
38,1,-4.961485,5.8011026,-0.091727376
39,1,-5.119095,5.537097,0.3668735
40,1,-5.6917825,6.247699,0.420721
41,2,-2.5468915,-0.8057794,6.18755
42,1,-3.564948,4.2869897,-0.5568057
43,2,-1.9563636,-0.7022853,4.7049637
44,1,-5.513848,6.36324,0.23569384
45,1,-4.5391736,5.2923503,-0.16318491
46,1,-3.9833922,4.4170723,-5.6251884e-05
47,1,-2.6496239,3.4756172,-1.0683911
48,1,-5.048674,5.9057508,-0.04590743
49,2,-3.372548,-0.5864844,7.4069476
50,1,-4.59099,5.1796794,-0.07275081
51,1,3.4795425,-3.1909008,-1.2803816
52,1,-1.5365524,2.4261982,-1.4541564
53,1,-5.7721653,6.373019,0.39340127
54,1,-4.806456,5.2324085,0.29237503
55,2,4.317327,-4.6913066,0.35726318
56,1,-3.6795092,4.4856443,-0.6046751
57,1,-0.44022477,1.5135403,-1.8606186
58,1,-5.138965,5.731998,0.1599021
59,1,-5.406797,5.973281,0.39637315
60,1,0.21728188,0.66435695,-1.8393255
61,1,-4.733548,5.3467274,0.059839904
62,2,-0.31810552,-2.5073655,4.9835405
