,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-1.8966968,5.054552,-1.9237866
1,1,-3.0493715,4.172876,-0.7554816
2,1,-3.4086297,12.018635,-5.5922127
3,2,-0.17169559,-3.0366457,2.9283025
4,1,-3.8181489,5.9631605,-1.357285
5,1,-2.305249,3.740802,-1.0703932
6,1,7.57005,-1.500021,-6.6840744
7,1,-3.4813862,6.098875,-1.8423258
8,2,-2.2408235,0.7664541,1.3195931
9,1,-2.1607108,5.139219,-2.2995389
10,1,-2.7925763,4.8250117,-1.3069893
11,1,-1.6496187,4.2363205,-1.7435855
12,1,-3.5561407,5.2571044,-1.1554093
13,1,-4.216914,5.5192847,-0.77044123
14,1,-2.7354727,4.744068,-1.3012922
15,1,-2.0112138,0.14301206,1.6574287
16,1,-7.864932,8.798755,-0.2893693
17,1,1.2725903,-1.2191573,-0.06568246
18,1,-3.5127203,0.6550198,2.4778495
19,1,-2.5960639,4.0174026,-1.0491062
20,2,-1.8310789,-5.449725,6.1553845
21,1,-4.4283686,6.6265774,-1.4919289
22,1,2.0146444,1.2215987,-2.9330099
23,1,-2.5579154,2.672973,-0.03130331
24,1,-0.8292938,-0.31199965,1.1348659
25,2,-0.10928969,0.30010417,-0.13645083
26,2,-1.8262718,1.3689281,0.21892324
27,1,-0.84349006,8.129561,-4.700378
28,2,-0.78384167,-5.9383802,5.951216
29,1,0.1499077,3.4162283,-2.7536976
30,1,4.7185783,1.7760261,-6.0815396
31,1,-1.4221443,2.7732158,-0.9402404
32,1,-3.0942168,4.8686943,-1.2242596
33,1,-3.0686924,7.326673,-2.7564132
34,1,-1.7639356,2.0983133,-0.11704823
35,1,-2.074865,1.9844362,0.060106568
36,1,-1.8303038,5.1131,-2.0723617
37,1,-3.2383797,5.917493,-1.6671963
38,1,-2.4180803,3.6505418,-0.7889446
39,1,-2.4961638,5.0272384,-1.6936213
40,1,-2.1889386,9.027934,-4.091473
41,2,-0.3668903,-3.2203338,3.3542147
42,1,2.236958,2.7845666,-4.5035963
43,2,-0.979721,-1.7406204,2.2987077
44,1,-3.484229,4.6537695,-0.80431217
45,1,-3.9429946,7.7403574,-2.6211364
46,1,-2.8783224,3.5547469,-0.38034356
47,1,-3.0027163,7.0769653,-2.925752
48,1,-3.3946953,5.84147,-1.5642204
49,2,-1.4516202,-3.9117265,4.300563
50,1,-2.516162,4.657119,-1.1586343
51,1,4.274128,0.95144594,-5.1806884
52,1,6.0931745,-1.7438499,-4.8149104
53,1,-2.8935468,6.8477683,-2.9699156
54,1,-1.7164851,1.394095,0.30796045
55,2,15.0131235,-19.84862,3.6540725
56,1,-3.2842999,6.1658163,-1.773169
57,1,2.9528756,5.8420186,-6.705081
58,1,-3.0225737,4.077773,-0.65207577
59,1,-4.4337564,7.4376817,-2.1335058
60,1,-1.8308604,6.928632,-3.8673787
61,1,-2.8027925,3.9149594,-0.7472814
62,2,-0.058182314,-4.526917,4.267326
63,1,-3.3148127,6.995713,-2.2731438
64,1,-2.025441,3.587067,-1.156661
65,1,-4.1406126,4.7907014,-0.36825302
66,1,-2.6727192,3.7228096,-0.685362
67,1,-2.6789284,1.8393333,0.8525371
68,1,-2.9797573,4.379312,-0.82050526
69,1,-3.892345,7.6406293,-2.6616461
70,1,-2.0600543,7.3061624,-3.3235695
71,1,-1.1670476,5.586142,-2.8865955
72,1,-3.5787506,5.395921,-1.2614908
73,1,-0.7579729,6.1132364,-4.1535096
74,2,0.18516882,-3.1735644,2.8593972
75,1,-3.0582037,3.8386912,-0.5312771
76,1,-4.434254,7.9737115,-2.510077
