,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-0.7437504,3.043049,-1.1987474
1,1,-2.0626469,2.6362517,0.14042774
2,1,-0.57875097,5.763657,-3.0510774
3,2,-0.9662411,-1.8033954,3.1139088
4,1,-1.5038344,4.308938,-1.4495163
5,1,-2.9707537,4.1051807,0.015974779
6,1,2.457306,2.918222,-3.6142724
7,1,-2.7427576,3.9594848,-0.11475505
8,2,-3.2389188,1.8949678,2.1337695
9,1,-1.6748185,3.5716987,-0.7697553
10,1,-0.98697495,2.899808,-0.9316332
11,1,-2.208244,3.522333,-0.29336917
12,1,-1.6160953,3.3384728,-0.68554336
13,1,-2.3112538,3.5974057,-0.26651156
14,1,-2.2556813,2.318378,0.62007385
15,1,-2.6527236,2.3972685,0.89642006
16,1,-2.1480606,3.6452863,-0.3782075
17,1,-2.1173778,2.776194,0.103207685
18,1,-2.4842987,1.3521713,1.837676
19,1,-2.646788,2.8153532,0.5434071
20,2,-1.421411,-3.3230345,5.266105
21,1,-3.2576115,5.6285105,-0.75183225
22,1,1.1064857,4.480821,-3.5518022
23,1,-2.2902837,2.493737,0.49857026
24,1,-2.6063404,1.3196597,2.0197797
25,2,3.5151844,-0.5253997,-1.510004
26,2,-1.806238,2.1539755,0.35371828
27,1,0.20384337,4.9966555,-3.2453814
28,2,-0.35337582,-2.5952735,3.2705393
29,1,2.7178104,2.1701562,-3.255137
30,1,0.40065995,4.830879,-3.268036
31,1,-1.2429407,4.0662894,-1.5047556
32,1,-1.8368434,3.6942413,-0.74533576
33,1,-0.089345455,4.471622,-2.636433
34,1,-1.7845384,1.9068868,0.51548195
35,1,-2.1889198,1.2879326,1.4741577
36,1,1.8736935,3.4213061,-3.5353963
37,1,-0.8774234,4.157378,-1.8419167
38,1,-1.9026711,3.5208771,-0.5671045
39,1,-1.7516253,3.3840127,-0.6050615
40,1,-1.0008179,4.38008,-1.8331168
41,2,-0.612626,-1.8206358,2.742099
42,1,0.7913852,3.5249,-2.7293448
43,2,-0.40535966,-0.14757471,1.0998175
44,1,-3.5706818,3.726022,0.76743406
45,1,-1.91656,3.9084427,-0.8040623
46,1,0.19467562,2.2848504,-1.269362
47,1,-1.5995686,4.493505,-1.4767263
48,1,-1.5205445,4.1844883,-1.32156
49,2,-0.36939174,-2.932932,3.6275697
50,1,-2.5568488,3.6911418,-0.1364509
51,1,2.403365,2.4504714,-3.2688081
52,1,0.5258176,3.6659646,-2.6173425
53,1,-1.4556001,3.648035,-1.0413085
54,1,-1.9810091,2.8752546,-0.06788585
55,2,1.8527316,-2.603857,1.2851212
56,1,1.4447691,1.9723864,-2.1051168
57,1,0.118182704,4.723564,-2.9523873
58,1,-1.1016656,2.6187315,-0.55739003
59,1,-1.9065735,3.2790356,-0.44499975
60,1,-1.9370102,4.746166,-1.2843152
61,1,-1.8638687,3.6125002,-0.69441104
62,2,-0.5039621,-2.184544,2.9619725
63,1,-1.0016416,4.098693,-1.6607809
64,1,-2.958032,4.073603,0.016384475
65,1,-2.126988,3.6935008,-0.518056
66,1,-3.0849533,3.3935144,0.53718597
67,1,-1.9295226,2.5342512,0.28553608
68,1,-2.179978,3.6223495,-0.3730238
69,1,-1.234934,3.6646953,-1.1981686
70,1,1.7803245,3.554091,-3.5054972
71,1,-0.6481545,4.469319,-2.1938121
72,1,-1.2122577,3.135135,-0.923535
73,1,-0.5135715,4.2263384,-2.1162093
74,2,-0.29619622,-1.5401843,2.0857618
75,1,-3.1973548,3.397411,0.63698345
76,1,-2.0859118,4.718346,-1.1981632
77,1,-1.5910015,4.788987,-1.712013
78,1,-2.9587479,4.25166,-0.098193884
79,2,-0.18543564,-1.8002928,2.2281382
80,1,-0.38589132,3.455285,-1.7512596
81,1,-1.8612484,4.2398396,-1.0488572
82,2,-1.4216537,-1.1004987,3.0276241
83,1,-1.9735205,3.5974126,-0.52028626
84,1,-1.6156014,4.3040967,-1.3449606
85,1,-1.8116897,3.4237282,-0.5666084
86,2,-0.13698542,-1.7034323,2.101776
87,1,-1.7791008,4.869323,-1.5939741
88,1,0.1269385,2.069447,-1.1221579
89,1,-1.5252752,2.9483917,-0.51615506
90,1,-2.3030806,3.782584,-0.30751544
91,1,-2.1993334,1.9615586,0.7794993
92,1,-2.9474823,1.7386469,1.9501708
93,1,2.913859,0.26597458,-1.746972
94,1,-1.5116562,3.6002173,-0.9278908
95,1,-2.4271095,2.104656,0.950941
96,1,-0.6530011,5.4558544,-2.7837412
97,1,2.0141532,2.128089,-2.7399454
98,2,-1.2386739,2.55469,-0.45233172
99,1,-1.3405292,1.2777085,0.66563046
100,1,-0.5113627,5.383508,-2.9190075
101,1,-0.5672311,4.114757,-2.0119708
102,1,1.5597886,2.083316,-2.2642496
103,1,5.5460253,-0.067007184,-3.1658142
104,2,-0.33337224,-1.287345,1.8886396
105,1,-2.4507759,4.1193466,-0.43965644
106,1,-0.5348318,3.6707225,-1.798988
107,2,0.16565935,-3.1356533,3.234522
108,1,-2.224792,2.4040017,0.45916396
109,1,-1.7832409,2.2199545,0.2814556
110,1,-1.8944514,2.841134,-0.13194774
111,1,-1.6390455,4.697891,-1.5332909
112,1,1.5476918,3.612936,-3.3996792
113,1,-0.19438957,2.1667328,-0.92857265
114,1,-1.2637609,3.4720688,-1.1192467
115,1,-1.6529795,3.6719275,-0.9243073
116,2,-0.7774742,-3.686703,4.8991
117,1,-2.121322,3.7779467,-0.58305776
118,1,-0.7995833,3.7208235,-1.5826241
119,1,-0.6198262,3.5686092,-1.7119741
120,1,-2.4663768,4.136006,-0.4910366
121,2,-0.6492822,-1.5579888,2.6856012
122,1,-0.5229629,1.334973,-0.16307461
123,1,-0.37597454,2.7536952,-1.2308153
124,2,-2.6697392,-1.8493402,5.4450912
125,1,-1.9701391,4.6906586,-1.2927876
126,2,-0.9612497,-3.876137,5.319165
127,2,-0.7870566,-4.449037,5.7095957
128,1,0.40045816,3.245748,-2.259261
129,1,-1.0193607,2.7683752,-0.836292
130,2,-1.0443119,0.47863448,1.0357686
131,1,-3.0468152,4.5463195,-0.24607338
132,2,-0.48384288,-2.2382488,3.0262604
133,1,-2.347999,3.3374293,-0.0880326
134,2,0.017631479,-2.1120436,2.3415742
135,1,-2.6354508,2.2084215,1.0319822
136,1,-0.3866263,0.88427925,0.02128105
137,1,-0.23329243,3.6024225,-1.9524792
