,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-5.39515,5.7658515,0.8367086
1,1,-4.0352225,4.2200174,0.46631888
2,1,-3.505516,4.324974,-0.27186033
3,2,0.7673452,-2.677499,2.813023
4,1,-4.951949,5.3256783,0.66358554
5,1,-2.8827918,3.383981,-0.15190496
6,1,-0.8827413,1.85314,-1.2942628
7,1,-4.354375,4.8301826,0.34881127
8,2,-1.6732022,-0.44928455,3.1350448
9,1,-4.058063,4.5775514,0.18629108
10,1,-4.299609,4.537742,0.48020393
11,1,-1.268072,2.0345368,-0.94855756
12,1,-4.525989,4.9767604,0.56757295
13,1,-4.3190265,4.7265453,0.59102845
14,1,-2.934994,3.4697502,-0.1784699
15,1,-2.3308764,1.4044693,1.5298659
16,1,-4.846401,5.303193,0.55819064
17,1,2.202512,-1.813223,-0.88339657
18,1,-3.2718713,3.02989,0.97223204
19,1,-3.4039106,3.5199692,0.298173
20,2,-2.3018153,-1.1770368,5.3444247
21,1,-5.279834,5.7948008,0.6743307
22,1,0.11818752,0.35444123,-0.7496168
23,1,-4.4039807,4.3085876,0.7244588
24,1,-0.42143923,-0.86210257,1.6030241
25,2,-0.83088213,1.2176031,-0.5283186
26,2,1.7161617,-2.2340379,-0.03647574
27,1,-1.4703537,2.3052387,-0.9897138
28,2,-2.1135554,-0.8419785,4.4173393
29,1,-2.3930564,3.5270123,-0.8363537
30,1,-0.8376526,1.8585956,-1.218445
31,1,-4.757042,4.983353,0.69645303
32,1,-4.15037,4.4884963,0.45552614
33,1,-4.1252875,4.6481996,0.25541604
34,1,-0.2204301,-0.6053373,0.83031017
35,1,-2.8612292,2.4704633,0.81496626
36,1,-3.3417413,3.9019072,-0.104334906
37,1,-4.528514,5.128031,0.3831578
38,1,-4.0327616,4.571549,0.1963153
39,1,-3.6706698,4.00718,0.3129848
40,1,-4.3807793,4.8397384,0.37667394
41,2,-2.3444655,-0.843834,4.864105
42,1,-2.5975673,3.205133,-0.36137906
43,2,-2.0584533,-0.25571692,3.4700427
44,1,-4.739365,5.2570033,0.6395017
