,y_true,y_pred_neg,y_pred_hyp,y_pred_hol
0,1,-7.604766,6.942947,0.5620786
1,1,-6.0697384,5.2376523,0.9197889
2,1,-5.071757,5.538214,-0.9429912
3,2,-0.4935383,-3.6602597,3.8154218
4,1,-6.9302263,6.392497,0.40664834
5,1,-2.3456311,3.0860443,-0.69253564
6,1,-2.3594768,3.4138017,-1.4070818
7,1,-5.3489513,5.302588,0.065515205
8,2,-1.0166081,-0.9499071,1.9822992
9,1,-2.9271784,3.908011,-1.3179556
10,1,-5.760787,5.3390064,0.43023306
11,1,0.12525411,1.4945022,-1.9219638
12,1,-5.1618114,5.333721,-0.16320768
13,1,-4.2598014,4.3785243,-0.0639176
14,1,-2.594295,3.1361375,-0.8738806
15,1,-2.6779563,1.9571346,0.7742547
16,1,-6.818002,6.5372653,0.27916062
17,1,3.0086374,-2.3950505,-0.75909036
18,1,-4.7764034,4.0988107,0.6350849
19,1,-4.8928447,4.979429,-0.2493198
20,2,-2.8748567,-3.0727031,6.125448
21,1,-6.150457,6.1087794,-0.102585346
22,1,-0.13307321,1.1473649,-1.2277163
23,1,-5.966435,5.4555535,0.5087599
24,1,-0.70140046,0.12932827,0.49477518
25,2,0.7787636,-0.17274976,-0.77344936
26,2,1.3461375,-1.2690375,-0.19418472
27,1,-0.88409775,2.1488836,-1.8437845
28,2,-3.4293764,-2.2576041,5.9199214
29,1,-2.4141276,3.569456,-1.674508
30,1,0.55511606,0.81947595,-1.8588374
31,1,-5.3124185,5.4059277,-0.22028437
32,1,-7.3884583,6.644274,0.71302813
33,1,-6.4284587,6.1421084,0.014405228
34,1,-1.7333666,1.2822665,0.44616026
35,1,-0.603929,1.6418881,-1.0223014
36,1,-1.859556,2.8682034,-1.334897
37,1,-5.5205464,5.3291316,0.059056774
38,1,-5.9778457,5.503916,0.3303249
39,1,-4.519684,4.2212186,0.20605625
40,1,-5.402754,5.4641333,-0.3290866
41,2,-4.828486,-0.8278027,6.046806
42,1,-3.6506886,3.9382288,-0.44223434
43,2,-2.3280563,-0.82574606,3.161792
44,1,-4.5977664,4.530759,0.05141431
45,1,-1.5573821,2.601309,-1.370528
46,1,-5.017144,4.3940625,0.66615343
47,1,-4.0131965,4.272771,-0.42138064
48,1,-4.9695606,5.154096,-0.39114654
49,2,-2.8331015,-1.9975822,5.029101
50,1,-4.3562384,4.50054,-0.16151184
51,1,3.5417168,-2.2117734,-1.2596843
52,1,-1.654893,2.6352937,-1.5237098
53,1,-5.6584916,5.782341,-0.34355974
54,1,-4.795647,4.0268884,0.7976531
55,2,4.051102,-6.317145,1.4422485
56,1,-3.4455798,4.0786395,-0.8906374
57,1,-4.079337,4.6970997,-0.82778555
58,1,-5.7049046,5.209878,0.48578423
59,1,-4.9422774,5.163303,-0.36570358
60,1,-0.5456418,1.3274796,-0.83973
61,1,-5.1063685,5.0838904,-0.13358389
62,2,-0.73784083,-2.4263375,3.0052617
63,1,-6.682512,6.327969,0.08120747
64,1,-3.652942,3.878018,-0.38251436
65,1,-5.1107116,5.090782,0.058918983
66,1,0.25530276,0.63848495,-0.8050691
67,1,-6.856077,4.705957,2.348635
68,1,-6.279658,5.803926,0.3622954
69,1,-2.028575,3.085763,-1.4255177
70,1,-4.884097,5.082302,-0.5125526
71,1,-4.1613507,4.642083,-0.90757453
72,1,-6.2862535,5.839994,0.34853625
73,1,-2.7236447,3.7861195,-1.3757478
74,2,-0.46684012,-3.6481245,3.6937585
75,1,-5.4407735,4.355377,1.1811576
76,1,-6.5717945,6.015846,0.509511
77,1,-3.557205,3.8166645,-0.41661394
78,1,-0.6323524,0.7345343,-0.39515835
79,2,-0.57759714,-2.593555,2.7829244
80,1,-1.3740871,2.2717283,-1.3691043
81,1,-2.4193788,3.2093706,-0.7626524
82,2,-3.9627135,-0.33319706,4.566555
83,1,-3.4219046,3.8920176,-0.583449
84,1,2.5309315,-1.2329645,-1.4442152
85,1,-5.724092,5.782182,-0.109084055
86,2,-2.8619907,-1.8919822,4.7038107
87,1,1.5787557,0.22714601,-1.9214298
88,1,-6.4900336,5.810938,0.6208111
89,1,-6.5722113,5.9339757,0.6647138
90,1,-3.260573,3.986976,-0.7657632
91,1,-0.56879437,1.2227936,-0.8070964
92,1,-1.8765004,2.102158,-0.30933714
93,1,-5.125761,5.4067993,-0.38153315
94,1,-5.42638,5.439175,-0.15898359
95,1,-7.6338515,5.3423944,2.5618012
96,1,-5.128415,5.4339905,-0.7292777
97,1,-4.644074,4.8933744,-0.25369442
98,2,-5.411764,4.705264,0.5959723
99,1,-7.171663,6.1922593,0.9802856
100,1,-5.3463273,5.7085867,-0.5593235
101,1,-5.284208,5.6574764,-0.699036
102,1,-2.420296,3.0134645,-1.0889279
103,1,1.9910568,-0.47733784,-1.9219309
104,2,-1.6922516,-1.554147,3.482285
105,1,-4.9410915,5.2675905,-0.37522888
106,1,-3.8385098,4.122675,-0.4483801
107,2,-4.244088,-1.035275,5.5829864
108,1,-2.7376416,3.3589067,-0.6706505
109,1,-4.838046,4.9163356,-0.31886047
110,1,-4.7032623,4.6779356,-0.0011420697
111,1,-3.2298331,4.2242227,-1.5352026
112,1,-3.2493968,3.683307,-1.0945325
113,1,-6.69509,5.692413,0.97182494
114,1,-2.178671,3.0927434,-1.3080621
115,1,-6.227212,6.0210094,0.073620945
116,2,-2.6469693,-2.067864,4.664253
117,1,-3.8672123,4.104195,-0.15564042
118,1,-5.6816278,5.767113,-0.22757742
119,1,-5.0538607,5.4112577,-0.6326721
120,1,-6.9706764,6.428159,0.45679402
121,2,0.6632713,-3.6741726,2.6946294
122,1,-3.5412939,4.0862494,-0.804682
123,1,-3.9998841,4.7366447,-0.91416645
124,2,-2.8263347,-2.4357545,5.2805715
125,1,-3.612749,4.2078085,-0.86740917
126,2,-4.962066,-1.5931509,7.036054
127,2,-3.4065351,-1.4937717,5.0542355
128,1,-3.6137528,4.323484,-1.0023122
129,1,-3.6873825,3.2297187,0.42253762
130,2,-2.9456384,0.79868335,2.1771276
131,1,-1.4014666,2.0712228,-0.64265984
132,2,-3.9612288,-1.1067135,5.378912
133,1,-4.0509615,4.6485972,-0.88374686
134,2,-3.0218413,-1.4053881,4.5133834
135,1,2.9541674,-2.6134062,-0.59917563
136,1,-4.2082686,4.4053383,-0.4831437
137,1,-3.3296874,3.97721,-0.6455237
138,1,-5.0361495,4.863894,0.13962136
